"2013","AIB College of Business","AIB College of Business, a private institution, has been offering online bachelor's degree programs since 2008-2009. All of the classes are recorded and archived online, so students can access lecture material at their own convenience. When applying for the online programs at AIB College of Business, it's important to note that the deadline is rolling.","private","2008-2009","324","$256","$256","N/A","https://web-beta.archive.org/web/20130125005127/http://www.usnews.com/education/online-education/aib-college-of-business-152822/bachelors"
"2013","AIB College of Business","AIB College of Business, a private institution, has been offering online bachelor's degree programs since 2008-2009. All of the classes are recorded and archived online, so students can access lecture material at their own convenience. When applying for the online programs at AIB College of Business, it's important to note that the deadline is rolling.","private","2008-2009","324","$256","$256","N/A","https://web-beta.archive.org/web/20130904075249/http://www.usnews.com/education/online-education/aib-college-of-business-152822/bachelors"
"2013","Academy of Art University","Academy of Art University, a proprietary institution, has been offering online bachelor's degree programs since 2003-2004. All of the classes are recorded and archived online, so students can access lecture material at their own convenience. When applying for the online programs at Academy of Art University, it's important to note that the deadline is rolling.","proprietary","2003-2004","3,196","$765","$765","$765","https://web-beta.archive.org/web/20130125004344/http://www.usnews.com/education/online-education/academy-of-art-university-7531/bachelors"
"2013","American Public University System","American Public University System, a proprietary institution, has been offering online bachelor's degree programs since 1995-1996. All of the classes are recorded and archived online, so students can access lecture material at their own convenience. When applying for the online programs at American Public University System, it's important to note that the deadline is rolling.","proprietary","1995-1996","58,554","$250","$250","N/A","https://web-beta.archive.org/web/20130202031741/http://www.usnews.com/education/online-education/american-public-university-system-38193/bachelors"
"2013","Amridge University","Amridge University, a private institution, has been offering online bachelor's degree programs since 1999-2000. All of the classes are recorded and archived online, so students can access lecture material at their own convenience. When applying for the online programs at Amridge University, it's important to note that the deadline is rolling.","private","1999-2000","361","$250","$250","N/A","https://web-beta.archive.org/web/20130125004344/http://www.usnews.com/education/online-education/amridge-university-25034/bachelors"
"2013","Appalachian State University","Appalachian State University, a public institution, has been offering online bachelor's degree programs since 2003-2004. All of the classes are recorded and archived online, so students can access lecture material at their own convenience. When applying for the online programs at Appalachian State University, it's important to note that the deadline is July 1.","public","2003-2004","77","---None---","$527","$527","https://web-beta.archive.org/web/20130126063127/http://www.usnews.com/education/online-education/appalachian-state-university-2906/bachelors"
"2013","Arcadia University","Arcadia University, a private institution, has been offering online bachelor's degree programs since 2008-2009. When applying for the online programs at Arcadia University, it's important to note that the deadline is rolling.","private","2008-2009","N/A","$580","$580","N/A","https://web-beta.archive.org/web/20130126063127/http://www.usnews.com/education/online-education/arcadia-university-3235/bachelors"
"2013","Arizona State University","Arizona State University, a public institution, has been offering online bachelor's degree programs since 2006-2007. All of the classes are recorded and archived online, so students can access lecture material at their own convenience. When applying for the online programs at Arizona State University, it's important to note that the deadline is rolling.","public","2006-2007","4,572","$442","$442","$442","https://web-beta.archive.org/web/20130202032527/http://www.usnews.com/education/online-education/arizona-state-university-1081/bachelors"
"2013","Arkansas State University","Arkansas State University, a public institution, has been offering online bachelor's degree programs since 2011-2012. All of the classes are recorded and archived online, so students can access lecture material at their own convenience. When applying for the online programs at Arkansas State University, it's important to note that the deadline is rolling.","public","2011-2012","N/A","---None---","$181","N/A","https://web-beta.archive.org/web/20130126063127/http://www.usnews.com/education/online-education/arkansas-state-university-1090/bachelors"
"2013","Arkansas Tech University","Arkansas Tech University, a public institution, has been offering online bachelor's degree programs since 1995-1996. The majority of the classes are recorded and archived online, so students can access lecture material at their own convenience. When applying for the online programs at Arkansas Tech University, it's important to note that the deadline is rolling.","public","1995-1996","N/A","$187","$374","$374","https://web-beta.archive.org/web/20130126063127/http://www.usnews.com/education/online-education/arkansas-tech-university-1089/bachelors"
